,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,scenario,policy,model
2070,9,60.5867860288474,1.5,0.0017072708911579,246.0878788908714,1.0,0.6118496732103667,244.71945825083196,1.0,0.4200253884094249,343.7581453119436,1.5,0.8386685038164373,172.78709822415254,10.0,0.5669023944839481,2.5,8214,policy 1,dikesnet
2071,103,231.84937238567449,1.5,0.1021376825851068,269.1682000198033,1.5,0.9891344161544922,185.99584542672352,1.0,0.61285792729096,214.5890792202827,1.5,0.3625499463187206,45.90966885085562,1.5,0.6370824760238915,1.5,8215,policy 1,dikesnet
2072,52,74.17689095109466,1.0,0.0854376186894511,124.90427150301244,10.0,0.2739268778778257,227.2783382883987,1.0,0.4922437878510353,179.33004653645324,1.5,0.0469808333279176,305.2016125226103,1.5,0.8245832801111477,2.5,8216,policy 1,dikesnet
2080,113,267.41450198700534,10.0,0.0512587152899434,43.43212668685389,1.5,0.6718682286544091,35.6265805121171,1.0,0.380528276235158,65.84848714340075,10.0,0.1390241977864989,254.363865338525,1.0,0.382701113604419,1.5,8224,policy 1,dikesnet
2090,48,62.1499284769417,10.0,0.1095322955891333,170.46393861391806,1.0,0.4620616269857945,237.37303358158016,10.0,0.7544848128724067,72.65059421132403,1.0,0.2849605946097053,311.33166373863577,1.5,0.028674271315343,2.5,8234,policy 1,dikesnet
2101,32,124.13698814059556,1.0,0.3256945631309862,72.5382270187944,1.5,0.4456584698654647,200.0683593726943,10.0,0.7599308176033445,163.3935950030679,1.0,0.1497366394336477,154.15470340605145,1.5,0.3094389854615895,1.5,8245,policy 1,dikesnet
2107,4,229.1183105727052,1.5,0.1283918894117725,175.61259465266812,1.5,0.2497006392797731,207.84500447752492,1.0,0.8052556426775549,210.9952495419347,10.0,0.6103012965171856,324.04539026212217,1.5,0.9751234776935288,2.5,8251,policy 1,dikesnet
2110,86,178.84648262029603,1.0,0.1993889969436368,260.3647783798583,1.0,0.8105438205133537,179.8173540056961,10.0,0.6674934641343344,251.73953627127577,1.0,0.0714454121768502,181.7547303579164,10.0,0.290515346093556,1.5,8254,policy 1,dikesnet
2117,130,272.4758973052739,1.5,0.0558680091473842,80.20829626027535,10.0,0.7129591238422383,227.507815424224,1.5,0.0249133246982501,89.9998497429771,10.0,0.5257294203983522,120.42139663013933,1.5,0.3427670128855517,2.5,8261,policy 1,dikesnet
2121,14,176.71543026735233,10.0,0.3140507829364953,193.3268465174877,1.0,0.0661835354939851,61.04646541647958,1.5,0.4405382819805398,215.25848029023703,1.0,0.7179117876540999,311.1207838850937,1.5,0.4900282221522503,1.5,8265,policy 1,dikesnet
2132,48,72.09102142803684,1.5,0.3396857983895455,109.4378658572969,10.0,0.798731062378389,118.18355322331657,1.0,0.8144618266373173,106.98804879069432,1.0,0.6343686915592566,306.7132228294174,1.0,0.5677252526128825,1.5,8276,policy 1,dikesnet
2135,75,90.89489211196071,10.0,0.1996800792197084,68.82676584036733,1.0,0.4289743599528926,42.07573046154747,1.0,0.5279382573560911,223.9520713925022,1.5,0.1444398138104993,197.66696286473817,1.5,0.3652678601279753,2.5,8279,policy 1,dikesnet
2139,74,142.11853405307107,1.5,0.0388301501142424,226.0118471876832,10.0,0.9924845014800248,201.464061933952,10.0,0.4195042970261544,337.6880981823285,1.5,0.9115431406265686,104.55399956025649,1.0,0.997757240925527,1.5,8283,policy 1,dikesnet
2141,40,66.99747786511429,1.5,0.3386490506082862,37.47519012145446,10.0,0.6306726119403708,74.16972600394868,1.5,0.1293131367738416,186.5560238448575,1.0,0.3063807267228418,99.77306662822156,10.0,0.707028511566915,2.5,8285,policy 1,dikesnet
2145,96,176.03085987319906,1.0,0.042935409335242,150.7279950734718,1.5,0.7770171973835245,60.39905586205436,1.5,0.9822197058567356,328.20292988562335,1.5,0.7160610518792859,305.4979985697236,10.0,0.1809709937376862,2.5,8289,policy 1,dikesnet
2150,4,242.14674082037675,1.0,0.3404444214563294,218.77745525451476,1.0,0.5684128851299004,112.18114751768468,1.0,0.4746908075270473,127.87544669283508,1.5,0.4400959009063046,315.9408235557852,10.0,0.2920177041174578,1.5,8294,policy 1,dikesnet
2153,54,239.8006127674864,10.0,0.3083832247252984,325.3015978450508,1.5,0.5254797330161075,247.31275869561364,1.0,0.0849922459865991,190.86593101370065,1.5,0.8306712317110704,160.49193221440945,10.0,0.2502462610986403,1.5,8297,policy 1,dikesnet
2155,19,34.000962410925595,10.0,0.1395938088057916,113.0827164059182,1.5,0.7272906776246568,251.6535291831672,1.5,0.1452066612705514,270.3335865212766,1.5,0.4879648542308955,116.27030497744934,1.5,0.2818167948810364,2.5,8299,policy 1,dikesnet
2167,41,139.41161349387147,10.0,0.1242424407624045,322.80705635543995,10.0,0.1877549371771944,106.1907103460352,10.0,0.9680442341146984,130.65955320213544,10.0,0.3004213913154022,348.79210683816126,1.5,0.1342507878031298,1.5,8311,policy 1,dikesnet
2181,28,107.68935514793873,10.0,0.1570816066161543,196.30775465792465,1.5,0.75830798462404,247.5219004988601,10.0,0.71368319714494,104.24341945407052,1.5,0.3770882532054921,337.7376323820777,10.0,0.9373046235046154,2.5,8325,policy 1,dikesnet
2194,86,222.08696911794897,1.0,0.290369035625366,181.3775294754488,1.5,0.8622809168370431,118.43338517834268,1.0,0.3223377776347306,203.95284048827256,1.0,0.5865561401467868,91.36747593660246,1.5,0.1834675730521036,2.5,8338,policy 1,dikesnet
2196,21,127.4217392771642,10.0,0.1768701377565566,257.3594642170134,1.0,0.3409767742020404,331.8058380963837,1.0,0.3953405523639119,166.2465327508712,10.0,0.8811430202890618,253.3791343499223,10.0,0.296972753781653,1.5,8340,policy 1,dikesnet
2200,68,92.61747346107916,1.5,0.1265513618293834,102.28284888326957,1.5,0.1062444104022218,320.2730699179579,1.0,0.2481949539687747,56.08162858643256,1.0,0.3839851915033367,115.43890898366142,1.0,0.4441516471659105,1.5,8344,policy 1,dikesnet
2206,53,48.90955331747982,10.0,0.1003466501021189,87.67972444758674,1.5,0.001126452082668,51.36287434877772,1.5,0.3580339971970947,186.68541026796552,1.0,0.5040378661861201,220.0475263090037,10.0,0.3537819925807419,2.5,8350,policy 1,dikesnet
2220,102,59.583273156960246,1.5,0.2077965865240541,300.89154295802564,10.0,0.827608657946724,171.94920270635484,1.5,0.3920353015900381,122.53344361981922,1.5,0.7886826417154702,239.90344619767927,1.5,0.4737778936976203,2.5,8364,policy 1,dikesnet
2224,93,270.79669035604127,1.5,0.1557735549445283,127.1965868623528,1.0,0.4761039501961553,171.84813670528283,1.0,0.1619384971995375,78.39483782844927,1.0,0.3466793955547502,183.36838440659503,1.5,0.4131118293282516,2.5,8368,policy 1,dikesnet
2237,32,43.52532132450586,1.5,0.041750555589563,339.3966871205052,1.0,0.4958971540358016,119.17217983425684,10.0,0.7197363183216487,309.9701772303364,1.0,0.842672724795298,55.78798701229219,10.0,0.745310239536911,1.5,8381,policy 1,dikesnet
2241,81,202.2883597820931,10.0,0.2340781789251688,145.957245593051,10.0,0.1230375352154807,81.47004103919429,1.5,0.7845718483343834,312.580499455106,1.0,0.100553711488079,140.66317244372408,1.0,0.5078557575191087,2.5,8385,policy 1,dikesnet
2257,15,329.65207294809426,1.0,0.1690807809621708,121.1865606299146,1.5,0.5306913040682691,99.04984697944668,1.0,0.1691203180608155,158.06359654111444,1.5,0.507894535455924,160.17638646770573,1.0,0.6538144552706754,2.5,8401,policy 1,dikesnet
2258,130,81.24259301925208,10.0,0.1462100867321653,257.1197604067484,10.0,0.2964432179689767,258.0142057673533,10.0,0.7157603762711823,141.87408849200096,1.0,0.7816024501084562,217.02309750192455,1.5,0.1702533830572346,1.5,8402,policy 1,dikesnet
2266,118,37.41840648471075,1.0,0.0250328161727004,117.81493664200424,1.0,0.231589629151814,66.53829372937804,1.5,0.13818952598763,236.6317336733145,10.0,0.2166666965513408,42.97240423859508,1.5,0.2914885644257905,1.5,8410,policy 1,dikesnet
2270,7,269.1386936710685,10.0,0.0980139151177139,346.7322806320341,1.0,0.5912502418968976,146.3965148224677,1.0,0.7106008270352551,122.45492078664344,1.0,0.5463230802438437,33.79401950018561,10.0,0.7367041274430606,1.5,8414,policy 1,dikesnet
2287,63,130.52225944239575,1.5,0.053364775772361,228.8331192865496,1.0,0.8953701451320941,106.25595987990496,1.0,0.6951896571124059,42.86406717671913,1.0,0.6728908017015115,202.9715915232576,10.0,0.0845994518242948,1.5,8431,policy 1,dikesnet
2290,5,159.14445233023085,1.0,0.187982491998391,240.43079584229383,1.0,0.7671616657837939,82.61975394230647,1.5,0.793550779670988,211.5323830159809,1.5,0.7721869813244999,64.31268207239209,1.5,0.0367475656925745,2.5,8434,policy 1,dikesnet
2296,101,33.53065475319622,1.0,0.1140245483412635,231.63032091729397,1.0,0.5358188421896477,244.8171335109536,10.0,0.9579996527662076,225.73644864265827,10.0,0.6870763181617253,140.5587067034278,1.0,0.5921894895719734,1.5,8440,policy 1,dikesnet
2298,128,310.49675016056534,1.5,0.145890934580651,279.40765866231305,1.5,0.1019495253125485,83.89647567787839,1.0,0.133107517306516,47.02661701535271,10.0,0.68970572067933,328.8367530802461,10.0,0.1940715873684966,1.5,8442,policy 1,dikesnet
2299,42,53.59781801412051,1.0,0.032999965917501,275.45687851281843,1.5,0.527705836615776,224.48573876163505,10.0,0.6339251324605119,279.52229233853683,10.0,0.2954358384691052,178.3848202251072,10.0,0.6496294769425761,2.5,8443,policy 1,dikesnet
2301,56,301.0726403658881,10.0,0.2881964071619975,283.28750337370604,1.5,0.1538583777275432,293.6779770485367,1.0,0.5854348145975761,245.87489819254617,1.5,0.7329095098200197,115.77326043178344,1.5,0.1946640861423198,2.5,8445,policy 1,dikesnet
2307,25,173.899445234942,1.0,0.0159155069886852,36.172026091316255,10.0,0.9947400341179126,218.28361468711967,10.0,0.5874390780304577,316.1925818780149,10.0,0.3837390251695072,162.35274777909413,1.0,0.5644413423085167,2.5,8451,policy 1,dikesnet
2309,89,231.4629133409008,1.0,0.0604911125566974,262.2919353597746,1.5,0.2491219380625008,276.0366300883121,1.5,0.3779373484959726,158.10415849146062,10.0,0.6120271548549072,184.15709824254623,10.0,0.1706366275250368,1.5,8453,policy 1,dikesnet
2317,56,79.43260140216249,1.0,0.0464428320558737,209.77375502209208,10.0,0.9954460923754256,102.85488608797034,1.0,0.2136323045212446,205.0696301076935,1.5,0.7176806550222722,169.33978357429876,1.0,0.6619766963513347,1.5,8461,policy 1,dikesnet
2341,78,341.2821671851942,1.0,0.0177671904524982,212.7654727680903,10.0,0.455018023212653,326.4818205887564,10.0,0.4844671500947656,272.49799460888914,10.0,0.0280192176285773,58.08226210359087,10.0,0.6297809132017987,2.5,8485,policy 1,dikesnet
2344,11,136.69313714999396,10.0,0.019675504981412,109.56219461663888,1.5,0.8878069109783472,251.09279515563605,1.5,0.1634889220950423,54.68256065822792,1.5,0.9194000555712674,36.22050678023286,10.0,0.6765267727975323,2.5,8488,policy 1,dikesnet
2345,85,153.54723973435802,1.5,0.2201032193401745,62.23665803443404,10.0,0.0982860767150529,282.03228733800006,1.5,0.4797017992694007,140.74149569394172,10.0,0.2518678783050636,318.3087373487388,10.0,0.0432982411723333,1.5,8489,policy 1,dikesnet
2349,124,147.19122938072638,1.5,0.3011429013673481,296.2063617062188,1.0,0.8701254176097161,216.05354456858507,10.0,0.0649389696709464,45.3142945628601,1.0,0.4376650094372247,238.861551717397,1.0,0.6278692077091078,2.5,8493,policy 1,dikesnet
2350,75,141.26200657893804,1.0,0.1676548514307006,269.910140522223,1.0,0.9886570611632612,133.4567720735495,1.5,0.6052152637269942,333.5467358456036,1.0,0.6998605162531043,30.43803253014352,1.5,0.2987817576893897,1.5,8494,policy 1,dikesnet
2359,114,97.05658586753889,1.5,0.2238507157322168,280.67663388636026,1.0,0.1381340499954179,208.63458528795385,1.0,0.6194830940904709,330.45029751526994,1.0,0.4119709018418998,106.68172123260828,1.5,0.094408550358125,2.5,8503,policy 1,dikesnet
2365,1,92.08268073357834,10.0,0.2629109604438853,94.74822595836577,1.5,0.6169986850964805,128.87692996217066,10.0,0.9093460484312228,94.64581903897394,10.0,0.6174765338879235,325.69677559501986,10.0,0.1911844021298202,1.5,8509,policy 1,dikesnet
2368,76,179.69589403367783,1.5,0.31977348565306,220.7652134875241,1.5,0.0735166775147162,123.78567824106638,10.0,0.7586285855187913,235.7005808741955,1.5,0.1195520612023993,307.21898747016513,10.0,0.8423259320157745,2.5,8512,policy 1,dikesnet
2380,105,211.6102314915053,1.5,0.0762930656723195,217.19110204203915,10.0,0.004809483976355,107.57155235928838,1.0,0.5046000296230603,318.05046622693675,10.0,0.0843885993369,219.3182200427504,1.0,0.5225131548825838,1.5,8524,policy 1,dikesnet
2383,37,78.06201046933462,1.0,0.0520913306610452,310.92536816389094,1.5,0.1779077062952677,237.24375623904712,10.0,0.0255177109012063,67.13045518976976,1.0,0.1972888342834299,318.8826272333982,1.0,0.9420731489090172,1.5,8527,policy 1,dikesnet
2390,117,100.80353977888664,1.5,0.3401860669500923,337.15392094996326,1.0,0.6903386289054154,129.80425974788454,10.0,0.2037730009040562,209.8959491957255,1.5,0.0736059099505354,55.861341195547936,1.5,0.1414586115103427,2.5,8534,policy 1,dikesnet
2391,30,47.96965583993358,10.0,0.2209073881343435,35.42379344421401,1.0,0.3388515440925665,302.5867370338828,1.0,0.7865285293025447,319.5008413544911,10.0,0.3902035586463004,278.07263862789625,1.0,0.4796072564205182,2.5,8535,policy 1,dikesnet
2395,125,220.6771810872603,10.0,0.2065074804069093,213.4454560084524,1.0,0.8224319337310276,90.35061551684385,1.5,0.3317420879033171,291.98663420629833,10.0,0.3946306862788125,235.1218873024476,10.0,0.2091142725792604,2.5,8539,policy 1,dikesnet
2399,46,86.99633866263687,1.5,0.0552405994012003,336.5596663675313,10.0,0.956685772290719,86.47362312400348,10.0,0.3971516226293978,241.14393872273064,1.0,0.8364302652469711,230.56186329345587,1.5,0.766724661291731,2.5,8543,policy 1,dikesnet
2406,26,312.52944778015427,1.5,0.0028014187867109,305.0084371094834,10.0,0.7871545314304704,121.44702362074707,10.0,0.737910465608829,317.32185473955417,1.0,0.7445570371561783,227.0686199010167,10.0,0.273482206182768,1.5,8550,policy 1,dikesnet
2411,40,90.06658162797822,1.5,0.2910865090146687,104.04327755210466,10.0,0.2955658241151959,318.3361126649403,1.0,0.4942230695773911,311.28856152009377,1.5,0.5688987840161912,256.0026137727838,1.5,0.6350215863393264,2.5,8555,policy 1,dikesnet
2413,34,255.82074848985636,10.0,0.0217313720059524,169.8294682786514,10.0,0.1339136960905629,294.25383531784377,1.0,0.3188001526704067,284.66319763908604,1.0,0.8411567016071689,217.64026390117175,10.0,0.5619749265213156,2.5,8557,policy 1,dikesnet
2420,96,75.2757764468191,1.5,0.0174419031759539,226.145404425838,1.5,0.0123264765034331,247.61275344494624,1.0,0.9040422485734596,256.1452162825603,1.5,0.5743851464434131,214.47446462446047,10.0,0.5990011796734693,2.5,8564,policy 1,dikesnet
2429,103,207.3451493174388,1.0,0.0448367383341693,220.7093657402249,10.0,0.8876534187628343,322.22798047377063,10.0,0.7998897596707095,130.50543949914345,10.0,0.7592623853293426,47.38322403529655,10.0,0.5054461058666072,1.5,8573,policy 1,dikesnet
2439,31,100.33636522243508,1.5,0.2364039558140889,74.7534133161775,10.0,0.2269146555151521,182.7223411791483,10.0,0.59774268453238,281.20382602806154,10.0,0.2790255879047823,344.3868547823999,1.5,0.0698979623798268,2.5,8583,policy 1,dikesnet
2443,9,173.21601969437754,1.0,0.2745236288907386,290.12440196180376,10.0,0.5398677757070283,114.60221000832382,10.0,0.6813568349433606,168.39650930774206,1.5,0.9780858249383552,150.36555589170936,1.5,0.6087377455121534,1.5,8587,policy 1,dikesnet
2444,96,266.8639971753287,1.0,0.1178029074602621,321.930859977495,10.0,0.4277551860088835,147.34439353335404,1.5,0.8120444092712709,179.07239024529815,1.0,0.6920043386885172,221.1521856241812,1.0,0.5355369716074633,2.5,8588,policy 1,dikesnet
2449,75,297.97593259120595,1.5,0.1413688432453673,222.1386367585007,1.5,0.8243449690283442,261.2449086701671,1.5,0.5522268815290274,295.0960823157715,1.5,0.8284583845893754,306.8127365698154,1.5,0.1324395001124573,1.5,8593,policy 1,dikesnet
2453,36,210.44097253172328,1.0,0.3293477832123068,324.9208082980752,1.0,0.599703456805045,318.65507099004174,1.5,0.1239648780217236,340.3947589397254,10.0,0.1116243028468568,86.35438849824385,10.0,0.1602969242896606,2.5,8597,policy 1,dikesnet
2460,70,156.47280695234303,1.5,0.2961219010850356,49.89407343467384,1.0,0.1132164005074777,59.95852519123798,1.0,0.0836033350413671,99.39006509195532,10.0,0.694338229220068,269.8531464891262,1.0,0.085994418643694,2.5,8604,policy 1,dikesnet
2463,48,186.3353226787583,1.5,0.1327432166876041,113.35654592647586,1.0,0.8997757401833529,182.69383613699588,1.5,0.9775179553900232,115.62003317538613,10.0,0.7035463213785983,64.19983549918149,10.0,0.8761631149014534,2.5,8607,policy 1,dikesnet
2472,119,141.90049362891216,10.0,0.0632237960136399,104.6039448860895,10.0,0.3960887773966205,79.9418867114928,10.0,0.0250419235371459,203.90907395251588,10.0,0.557525528446266,179.14456980219353,1.5,0.5178224254241162,1.5,8616,policy 1,dikesnet
2475,71,84.7775037962519,1.0,0.2727145939430751,67.63746960830511,1.0,0.4891520413288168,147.5130064962986,1.5,0.4241130852445037,294.2698822698441,10.0,0.3335736327500003,167.01700259460816,10.0,0.2431654034945072,1.5,8619,policy 1,dikesnet
2477,57,269.3959968960958,1.5,0.1986181326898656,143.76635339477352,1.5,0.6914119451090505,55.66706167929125,1.5,0.904849659836892,255.2440099413821,1.0,0.1387903461364576,337.93087246282096,10.0,0.5934943506869629,1.5,8621,policy 1,dikesnet
2482,102,326.1335428001162,1.0,0.2331572208263936,189.7385998492452,1.5,0.5350704474950279,101.21503604120254,1.0,0.751626438485812,347.4670949309388,10.0,0.9631612921931224,343.22259758523205,10.0,0.9206354837797484,1.5,8626,policy 1,dikesnet
2493,131,306.51075621348764,1.5,0.0062525310010447,333.1361046404388,1.5,0.6015433294172412,336.1041954196869,1.5,0.2876283376965921,126.48922623705371,1.0,0.5516994389984088,242.51527308472896,1.0,0.6047427779027211,2.5,8637,policy 1,dikesnet
2511,70,309.3833760121693,10.0,0.2640848620388876,159.59403512447932,1.0,0.0898782050975057,48.60395692010165,10.0,0.8423831845233147,255.86591623617585,1.5,0.8678598739315326,60.05870359622565,1.5,0.669401251222194,2.5,8655,policy 1,dikesnet
2517,0,237.08239443941187,10.0,0.2915867394523918,338.4411236935776,10.0,0.4366552338794268,270.4683199017096,10.0,0.4332086890922328,283.3312555039653,1.0,0.975727154995682,159.45856274312086,1.5,0.3723361322950387,1.5,8661,policy 1,dikesnet
2521,105,191.46137060193476,1.5,0.1626098818038762,145.6749626608422,1.5,0.0883956744435031,147.6389189614753,10.0,0.436842728021968,178.2236637251308,1.0,0.7082760010404762,284.49952635570344,1.5,0.3134959974259879,2.5,8665,policy 1,dikesnet
2524,123,187.3608640773824,1.0,0.2337150597929932,294.0224503153921,1.5,0.6754689974584289,103.14558282933012,1.0,0.9234089029254384,104.39932074217376,10.0,0.085326419303605,83.02344354352621,10.0,0.1103004540378452,1.5,8668,policy 1,dikesnet
2532,86,276.9436653806856,10.0,0.0891816006291683,95.07931820252558,1.0,0.8178997668016429,91.1836871896709,1.5,0.4400209135985529,84.9407194315674,1.0,0.853124613332925,83.90851750883152,1.0,0.4101460439993044,1.5,8676,policy 1,dikesnet
2533,20,130.6084588907928,10.0,0.2447345111954924,192.4029633388574,1.5,0.0345903895096333,248.0900324164409,10.0,0.5773549170764197,142.2417879689123,1.0,0.9051646635782356,178.27582351529296,1.0,0.361956874028912,1.5,8677,policy 1,dikesnet
2535,51,294.7585017048009,1.5,0.1684296524222964,254.14952932000008,10.0,0.3918648333714412,41.00952270704193,1.0,0.8589400345810679,143.7533062988751,1.0,0.3620791838848775,242.6611365576687,1.5,0.7096214508109195,2.5,8679,policy 1,dikesnet
2536,70,129.79167247466526,10.0,0.1123363694740828,230.66805545472343,10.0,0.2767992076898678,77.57093848795702,10.0,0.0738456408209633,284.13308801331726,1.0,0.98968868563016,151.26223379914825,1.5,0.433003633665905,1.5,8680,policy 1,dikesnet
2539,99,103.22046472432729,1.5,0.310360897346407,59.66649017091413,10.0,0.1213560053612633,164.94605893734357,1.5,0.5867948069343277,71.34023660254778,1.0,0.2306164707820587,191.411153861648,1.5,0.9015739597021464,1.5,8683,policy 1,dikesnet
2551,90,184.737565233277,1.5,0.3243709133184059,226.3807848106596,1.0,0.8948799804605982,91.88826793904305,1.0,0.9985277982948596,308.067756886034,1.0,0.9311235442165612,186.3620054932385,1.0,0.6807325256546993,2.5,8695,policy 1,dikesnet
2557,60,290.75326055123503,1.5,0.2666052101549847,139.6556822305905,1.5,0.5721897713554848,186.0969362249921,1.0,0.0081077214152489,298.9904530865292,1.0,0.554997967782445,114.8374592254327,1.0,0.8877969574317253,1.5,8701,policy 1,dikesnet
2588,125,223.23317600937284,1.5,0.0487647155518738,238.10159571389136,1.5,0.2055422050310509,304.054473632605,1.5,0.3903430484682285,214.9230651875286,1.0,0.2996906900467595,121.2890416596398,10.0,0.1119957378285734,1.5,8732,policy 1,dikesnet
2590,74,280.7511967981951,10.0,0.3298920620524366,319.2174283582118,1.0,0.6128826024047661,246.1263483718556,10.0,0.8192769501404917,119.69240854505335,1.0,0.4900881190866737,139.23213344767206,1.0,0.5603169051102728,2.5,8734,policy 1,dikesnet
2601,14,127.61283534567974,1.5,0.2040176103064313,238.57684429962293,1.0,0.0353761800489947,115.16008916212824,1.5,0.472205250744058,192.3830433202366,10.0,0.2053178978699141,301.02081578790705,1.0,0.8776448901070442,1.5,8745,policy 1,dikesnet
2604,112,87.72457755085625,10.0,0.1019442223790939,114.73597720513364,1.5,0.207818349052071,284.1170938451468,1.5,0.2264209866257835,317.67461908687034,1.5,0.0679317538312886,236.67276586257685,10.0,0.3172355477755902,2.5,8748,policy 1,dikesnet
2611,26,115.22376921466004,1.0,0.2121944612699484,247.03536477157232,10.0,0.8528990662857098,82.40866168145709,1.5,0.2104715940644412,118.75750985628962,1.5,0.6650395916048766,261.64892993973547,1.5,0.1729146224226327,2.5,8755,policy 1,dikesnet
2613,60,47.89315683848911,1.0,0.2479940641039371,222.2791021265527,1.0,0.7471135607046384,157.32104228658164,1.0,0.0210850791644712,273.2545394880468,1.0,0.4373311463670951,261.6106750856343,10.0,0.8626412678720384,2.5,8757,policy 1,dikesnet
2614,42,153.27234124005534,1.0,0.2779963368532182,222.77409900880423,1.0,0.1754515934638185,245.15710855884765,1.0,0.1328085730104153,196.7255784608666,1.0,0.2913308339949715,90.95054201784254,10.0,0.8054772943353371,1.5,8758,policy 1,dikesnet
2620,39,205.84442649146496,1.0,0.3291038327072785,273.8210449030025,1.5,0.7415461666164952,251.2264145760853,1.0,0.7270706658737154,124.68734874453553,10.0,0.1441338722427528,133.96171775794966,1.0,0.5846829348758346,1.5,8764,policy 1,dikesnet
2621,52,280.13455220357446,1.5,0.0565676130255489,294.7824645402266,1.5,0.3063532202040029,260.80643565210903,10.0,0.3608337184464055,225.1669896455182,10.0,0.4761222333856744,113.66649216359636,10.0,0.8031111979542096,1.5,8765,policy 1,dikesnet
2628,112,328.3702132546535,10.0,0.211551688576419,86.79590420443313,1.5,0.7890496096464338,289.4859466410298,1.5,0.9418171224664674,305.01238980556275,10.0,0.9135395051094192,269.39515401227413,10.0,0.0812050796576485,2.5,8772,policy 1,dikesnet
2636,7,299.96397940690986,10.0,0.3289513835348606,92.83440127307534,1.5,0.9776255556197438,93.5463362478889,1.0,0.075103634614431,318.45805399223786,1.0,0.0226425668704377,263.43107736533125,1.0,0.1504487094062139,2.5,8780,policy 1,dikesnet
2637,38,322.5947438990398,1.5,0.2418195553435891,131.86453240663275,10.0,0.74573190593378,238.7927289569954,1.5,0.6971221710341378,239.95114178603404,1.0,0.0015696964366499,133.37954987816175,10.0,0.9504436951314944,1.5,8781,policy 1,dikesnet
2640,96,170.00762134579276,1.5,0.0297144188542978,111.82089262971064,1.5,0.8818170127353778,137.1667558787095,1.5,0.5129084915832585,137.6828873427663,1.5,0.2088285974065718,255.15258349082245,1.0,0.56650374059489,1.5,8784,policy 1,dikesnet
2642,79,132.41404957094483,10.0,0.1479158614875306,348.2249088753499,10.0,0.0720973898546498,180.26040771446264,10.0,0.3103057237411949,93.03276960612632,10.0,0.1888252443125685,99.01171153851467,1.5,0.3340440172521557,2.5,8786,policy 1,dikesnet
2643,128,257.3346999350292,10.0,0.0831033609601717,106.15342392163016,1.0,0.1740736370734156,206.31720286452267,10.0,0.7123075273858877,200.74004216197784,10.0,0.5090105038078068,53.93132582185097,10.0,0.3295327333384523,1.5,8787,policy 1,dikesnet
2646,110,136.39158041384215,10.0,0.3249184303520888,237.3164573364696,10.0,0.9311519270032615,288.6576780706896,1.5,0.5794510637115862,309.19026543934217,10.0,0.4206799108343363,96.52617921326538,1.5,0.4128423441470552,1.5,8790,policy 1,dikesnet
2647,106,207.2977003982017,1.0,0.1884437498081396,224.15838568971364,10.0,0.3117518645468304,121.63219199685425,1.5,0.558730429485946,309.1511604525941,10.0,0.9348677519564432,160.13643351599558,1.0,0.3215529392464846,1.5,8791,policy 1,dikesnet
2667,58,86.01441555865995,1.0,0.1984061987842853,290.6050807624485,1.0,0.8901002811697483,207.5990356607551,1.0,0.6560728529756757,113.00404020525608,1.5,0.4460214910369158,32.10697705189274,1.5,0.4340470394105085,2.5,8811,policy 1,dikesnet
2672,18,184.14919737721607,1.0,0.2975491349657261,119.4159400546785,1.5,0.0295253936896187,253.7956829164247,10.0,0.9930618478834802,200.20309672710968,10.0,0.4006861317322597,278.629010519118,1.5,0.8059023002505228,1.5,8816,policy 1,dikesnet
2684,18,241.3973857429599,10.0,0.0003158104481907,278.2286639301446,1.0,0.7085420962561636,327.2373643487014,1.0,0.4188818079898589,95.49311069493884,1.5,0.1870911987517193,107.75977271118862,1.0,0.2510279503820887,1.5,8828,policy 1,dikesnet
2685,11,104.3965276028716,1.0,0.3015613854341272,340.3051496680165,10.0,0.5775153906811775,70.05843374562866,1.0,0.4374109544123714,102.36269964071894,1.5,0.0646432315109161,271.9736153878357,1.5,0.8169501116513118,1.5,8829,policy 1,dikesnet
2688,64,56.09794390233847,10.0,0.2256919510369236,237.7664357472392,10.0,0.1626071954419821,200.9413295051988,1.0,0.5262753539940448,49.914754497382816,1.0,0.6996324713830969,103.0894324092879,10.0,0.4199940534181517,1.5,8832,policy 1,dikesnet
2695,123,263.6479094335565,1.0,0.1542649409228355,84.20471498998313,1.0,0.6004090597997692,97.43950047918214,1.0,0.6103092112210675,68.4376355052707,10.0,0.903909907868419,237.8262069946699,10.0,0.148729788284305,1.5,8839,policy 1,dikesnet
2700,17,221.0981814095295,1.5,0.2571226673658708,284.747758090931,10.0,0.159366581143353,336.25067638833127,10.0,0.463797232732491,266.73241715752226,1.0,0.9699287431187354,276.60314423212714,10.0,0.0565929864926744,2.5,8844,policy 1,dikesnet
2706,88,145.80286913288234,10.0,0.2424218785750495,116.13606632021708,10.0,0.8869739174726353,335.21029941469453,10.0,0.5611780561560878,47.96349897295504,1.5,0.8438588373929559,73.02815394603348,1.0,0.0038561053446826,2.5,8850,policy 1,dikesnet
