,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,scenario,policy,model
3515,65,122.89749995731746,1.0,0.2260279344718239,239.9601918745093,1.5,0.6281326943649113,283.4125768238781,1.5,0.5458725639123171,117.52726831907115,1.0,0.9469774576052348,47.05087565332038,1.0,0.1805912798126635,4.5,9659,policy 1,dikesnet
3526,91,198.34599344163848,1.5,0.0129993515776986,150.08798106796058,1.5,0.6276102011856171,205.0320774544927,1.0,0.6360197953986235,293.3859249284181,1.5,0.7108817516472907,162.86942693214527,1.5,0.4989655605385237,3.5,9670,policy 1,dikesnet
3531,46,75.38385564963386,10.0,0.2108843604923706,262.0093059359633,10.0,0.3711470787192441,324.3805195458446,1.0,0.404589543165871,235.50642838426955,1.0,0.6539353761253964,175.0512782082798,10.0,0.7147079242684836,3.5,9675,policy 1,dikesnet
3551,35,261.43500282667287,10.0,0.1559143732521158,81.67278251164169,1.5,0.6230496441535721,324.1053824148777,10.0,0.4076070314281848,316.06344245514146,1.0,0.1018138201867089,75.93041627469043,10.0,0.6194653678242068,4.5,9695,policy 1,dikesnet
3558,107,201.3485974588001,1.0,0.1010439786398801,100.5316138629479,1.5,0.7416430338764943,101.10293983229744,10.0,0.1372889650625897,120.17898529508211,10.0,0.294194914380639,266.3824640840638,1.0,0.906102807797298,3.5,9702,policy 1,dikesnet
3562,118,64.86545628658699,1.5,0.1038720623927259,184.0460204464011,1.5,0.3895328802214693,257.6220738676976,1.0,0.7247974005379365,136.2217230022033,1.0,0.955394697671792,177.88179776904946,1.0,0.9452025174807748,4.5,9706,policy 1,dikesnet
3633,110,97.24372870510022,1.5,0.3039872921153891,97.87870782677382,1.5,0.1992036812947198,160.33483350248886,10.0,0.8222673051980699,328.1620269569212,1.5,0.4158811963944117,36.42448552326972,1.5,0.1951511605048746,4.5,9777,policy 1,dikesnet
3640,84,230.7517443064739,10.0,0.183110271479051,317.76017715344614,10.0,0.0770759912731035,163.79327095170257,10.0,0.8704930970220223,142.33882428942707,1.0,0.9274662293053082,106.8615671423036,1.0,0.512971507412044,4.5,9784,policy 1,dikesnet
3657,115,246.284762513944,1.5,0.0525757146942137,55.17397579225912,1.5,0.1016012092523341,131.2406076871332,10.0,0.4361600355086713,320.8907146455531,1.5,0.363356972461322,75.87649437076647,10.0,0.3821749420021124,4.5,9801,policy 1,dikesnet
3673,35,64.08257672782341,1.0,0.142146787145342,195.25022859504884,10.0,0.393869302066407,36.64879700984599,10.0,0.5763652376040854,130.08274792927648,1.5,0.7634728268641963,206.4167731551241,1.0,0.7796335442977596,4.5,9817,policy 1,dikesnet
3679,64,155.26178582307142,1.5,0.0215265749512472,32.35156920744084,1.5,0.2259659486818626,133.53389211218266,1.0,0.2984501164784369,30.396042060473697,10.0,0.2752048327896197,164.83750484393775,1.5,0.0178905619500675,3.5,9823,policy 1,dikesnet
3733,30,193.39907524042636,1.0,0.1313881706804946,118.25190767567464,10.0,0.5338759392148047,223.32127295612395,10.0,0.7415286139997067,274.7240623509664,1.0,0.8313588503994856,50.92661041561208,1.0,0.4691615208283583,4.5,9877,policy 1,dikesnet
3740,30,141.36283371585407,1.5,0.086227055970553,34.26592060264202,1.5,0.1979912235130548,139.67613338604593,10.0,0.0780518500099194,257.92362392291705,1.0,0.1331807053917517,243.9133346205682,1.0,0.979213538555086,4.5,9884,policy 1,dikesnet
3766,78,242.56265833763104,1.5,0.0679484161562074,316.30593050612435,10.0,0.7669731160237749,217.35752817355208,1.5,0.4577285554061704,183.65226708362596,1.0,0.899074598141909,82.66505939501236,1.0,0.5494232163023764,4.5,9910,policy 1,dikesnet
3778,75,227.0876350462422,1.5,0.0693549422434049,122.26901811388252,1.5,0.7606615450296071,319.86523420787285,10.0,0.2550912418389791,35.15700661722649,1.0,0.2869423788078352,109.71177474208464,10.0,0.0342638988189215,3.5,9922,policy 1,dikesnet
3803,112,198.7629216235737,10.0,0.2403106235560637,67.46092358479538,10.0,0.2065025124150759,188.75146060117208,10.0,0.2508274970528979,47.81118189191546,1.0,0.9753507891851946,69.095855511234,10.0,0.8081694112067477,4.5,9947,policy 1,dikesnet
3833,58,51.54206182014174,1.5,0.0839960696162691,316.80497289326803,10.0,0.6873992184918688,53.88807540074936,1.5,0.5520489370662319,69.64049956434076,1.5,0.3713222597314183,256.5123873096693,1.0,0.2679360853648042,4.5,9977,policy 1,dikesnet
3835,131,319.74422900308923,10.0,0.0350962274086659,198.7654125436584,1.5,0.3947312367928259,215.3293594239188,10.0,0.7610215971319364,344.1664263794342,1.0,0.8227852191601414,106.35327592898368,1.5,0.5685564390863524,4.5,9979,policy 1,dikesnet
3903,82,66.57691590545403,1.0,0.0765255133397243,321.7160799315392,1.5,0.6335313625273531,237.53504105412023,1.5,0.6035565608381911,42.10314096561148,1.0,0.9139177187852692,200.01390994464344,1.0,0.2776918217690127,4.5,10047,policy 1,dikesnet
3925,109,194.86275994934823,10.0,0.1292119906253934,221.7148272919348,10.0,0.2298289438235314,340.33331615100394,10.0,0.7829689588382855,158.97025031330256,1.5,0.5830976095563575,222.4577313109828,1.5,0.4247823707196834,4.5,10069,policy 1,dikesnet
3937,100,230.6451786364476,10.0,0.0940865765230894,161.23248668541692,10.0,0.7965618029656792,195.40573246481912,1.0,0.3473126103898012,231.6092415137717,1.5,0.9089940119225264,249.2450566578749,1.5,0.5375591648947665,3.5,10081,policy 1,dikesnet
3949,65,245.99626190564092,10.0,0.2853969393111598,139.1266396018785,10.0,0.5183001934704144,321.774717308515,1.0,0.1221500818771072,85.4129333391348,1.0,0.4418173100895362,270.19853176416115,10.0,0.8985961354222852,3.5,10093,policy 1,dikesnet
3960,121,132.14270039672888,1.5,0.1842394321032239,126.248664532702,10.0,0.1405006006227717,196.464141656887,1.0,0.3476280132945057,40.343355326190384,1.0,0.5330268200069945,140.5222648662202,10.0,0.5752341069252375,4.5,10104,policy 1,dikesnet
3966,35,293.1236106816475,1.5,0.22345039686141,194.9136745639634,10.0,0.4694808589075386,86.84756959061536,1.5,0.8744608928133001,299.8678979864372,10.0,0.1708921621387048,91.5550449249995,1.0,0.0154641104068899,4.5,10110,policy 1,dikesnet
3978,69,45.68071511613682,10.0,0.2931249328982852,330.46089397929376,10.0,0.4119084518330112,141.13128790629625,10.0,0.348682404519447,281.01623876895826,1.0,0.3555718240640721,102.50782106103988,1.5,0.5835824245897974,4.5,10122,policy 1,dikesnet
4050,84,160.01673451761872,1.5,0.2813775599298282,300.7689530351224,1.5,0.4343884541265278,162.10221439168586,1.0,0.7054565891415459,314.0550973704562,1.0,0.9738804622258892,222.26380296211988,10.0,0.5184814040635161,3.5,10194,policy 1,dikesnet
4101,94,180.01349007713938,1.0,0.0141342969825647,172.74557654934057,10.0,0.2574786447659536,311.64961713559245,1.0,0.3648279016679349,115.03246007679972,10.0,0.1826306015603322,235.8349330183645,1.5,0.7550343059549016,3.5,10245,policy 1,dikesnet
4125,21,228.2289898172317,10.0,0.2907840110234191,92.73876158054698,1.5,0.6864458483902047,266.477378158135,1.0,0.7244005946854873,164.03182655661732,1.5,0.2023924670007725,227.6174169795024,1.5,0.9055314578750608,3.5,10269,policy 1,dikesnet
4149,62,252.0104758713973,10.0,0.2459083719763073,80.09207792306762,10.0,0.2237586924404134,329.63259641687927,1.5,0.8261147731937333,187.532117475417,10.0,0.9891435333266996,109.14480655142832,10.0,0.356999821743094,3.5,10293,policy 1,dikesnet
4150,103,251.55422186924244,1.0,0.1981101165151542,326.9521460364875,1.5,0.1377764028109347,246.5412097479764,1.5,0.4905490653272941,320.5073146775142,1.5,0.452068010791999,52.94227962083233,1.5,0.6820099922792217,3.5,10294,policy 1,dikesnet
4183,81,180.63858073314825,10.0,0.3031856885780397,39.32008811308504,1.5,0.5665780729819132,223.90718947146516,1.5,0.5406970693793578,341.1792997297133,1.5,0.6810114001336282,139.17057015702923,1.5,0.4328809509408302,4.5,10327,policy 1,dikesnet
4193,84,234.2513721835277,1.0,0.0268606417388244,199.41090939131053,1.5,0.3024672727626196,209.52135358313592,1.5,0.6800166666885974,152.61553792393863,1.5,0.7700974192314752,58.71622258240574,1.0,0.1793336805647881,3.5,10337,policy 1,dikesnet
4195,79,124.74875988092164,1.0,0.1079924276170707,202.80116552162417,1.5,0.6564902835405485,183.4926960023101,1.5,0.8258525572926682,147.91807001037205,1.0,0.9132853202979392,235.4702441853044,1.0,0.8302400372724665,4.5,10339,policy 1,dikesnet
4216,22,105.07790362104954,10.0,0.1199269850567848,83.56674970831753,10.0,0.1677140886150167,252.42117736057608,1.5,0.5221752329003007,83.68897923920366,10.0,0.603933738890274,136.29232974819246,1.0,0.7073825428266995,3.5,10360,policy 1,dikesnet
4226,16,293.4000081200627,1.0,0.1023576669270009,306.3801787039387,10.0,0.4686258456719821,104.05825015761268,1.5,0.5560359607548145,160.97928021094668,10.0,0.8452069071575903,135.16181488030696,1.0,0.0535978058205357,3.5,10370,policy 1,dikesnet
4228,24,178.7837097716852,1.5,0.0549215399251114,194.75475055618617,1.5,0.3269967312329892,227.10906155497804,1.5,0.5602609538920258,86.214610477614,10.0,0.5624426087126035,207.1966294294413,10.0,0.2903276043544608,3.5,10372,policy 1,dikesnet
4233,56,262.62236423214404,10.0,0.2683598563437827,135.70013434442637,10.0,0.1582257880451721,63.6730233483237,1.0,0.4781527114950844,89.76081685103107,1.5,0.5121011028878253,252.2136440145451,1.5,0.9493688239741463,4.5,10377,policy 1,dikesnet
4255,19,287.03680048708986,10.0,0.1076147132927107,233.97857916259036,10.0,0.7348650337793127,321.026234295618,1.0,0.6669068509017541,165.90872176950745,10.0,0.5106307970107737,244.4980344315562,1.5,0.9953859458289344,4.5,10399,policy 1,dikesnet
4294,95,225.6099229332364,1.0,0.001361550647551,249.89368584712813,10.0,0.1429880131999399,206.73892318183837,1.5,0.2244471486528836,264.0053854214773,1.5,0.8281761220699323,153.45070353533004,10.0,0.6005130894788878,3.5,10438,policy 1,dikesnet
4309,23,135.13343292778185,10.0,0.0404117312531861,214.7106471705318,10.0,0.6925143058283613,66.19944798475795,1.0,0.217129892593164,136.16964913214812,1.0,0.8611494539623119,63.26486667978549,1.0,0.2096547060184661,3.5,10453,policy 1,dikesnet
4320,19,32.76864397010286,1.0,0.2767179088373898,237.8669565475673,1.5,0.0922327599583472,178.74945639171003,1.0,0.5327472562091451,264.0609777818236,1.5,0.956922849526698,267.41165947481363,1.5,0.6906229530485791,3.5,10464,policy 1,dikesnet
4356,14,214.3654522188364,1.5,0.1212205831812009,255.559181107646,1.5,0.7462645804830724,346.79629704279813,1.0,0.1012636863555043,249.6845078270113,10.0,0.335154149964577,262.766347608934,1.5,0.7936487483401331,4.5,10500,policy 1,dikesnet
4466,29,280.8112070567004,1.5,0.1963523467851635,306.80428174559484,1.5,0.8124878249961399,146.95371738010238,10.0,0.5417630661634292,95.81698957082266,1.5,0.6044581136800203,224.3077123220616,1.0,0.2448994958140683,4.5,10610,policy 1,dikesnet
4533,68,188.39721791114928,1.5,0.2111132117345535,70.14748491305707,10.0,0.7026404792796122,81.45411472373226,10.0,0.2490479970816833,280.8779813918718,1.0,0.0949227269933925,208.02650958289024,10.0,0.6294973715282665,4.5,10677,policy 1,dikesnet
4575,95,239.47480895118517,1.5,0.1399887681479991,124.52901680783866,10.0,0.4345365584230714,180.6465358215292,1.5,0.5106604043202431,231.3723690026839,1.5,0.6362426167247051,260.7411541964494,1.0,0.1812876317826245,4.5,10719,policy 1,dikesnet
4623,25,217.4493091129344,1.0,0.2835150796969909,214.63148834498304,1.5,0.5487533117517359,264.0064148257822,10.0,0.7144024398848263,166.18716463343355,10.0,0.5642346835559061,38.34191925630872,1.0,0.836083124434441,3.5,10767,policy 1,dikesnet
4667,49,89.68468482439562,1.5,0.1555854112814621,276.92339069129844,1.5,0.1761192288262741,330.62888141883934,1.0,0.2761140455894881,245.66290047173607,1.0,0.5974787099936812,157.96318168748758,10.0,0.465335643206555,4.5,10811,policy 1,dikesnet
4725,118,116.5993739373951,1.5,0.0995226709501987,291.08571289899635,10.0,0.6446905851758731,310.6161178010436,1.5,0.2038250838298169,112.054314128644,1.0,0.4537391847445993,208.40654194877547,1.0,0.2736028718688098,3.5,10869,policy 1,dikesnet
4743,114,171.4666139034121,10.0,0.0001413726913882,243.42527144972945,10.0,0.463826331956169,308.4232369433178,1.5,0.1791795723920768,191.36604679695367,10.0,0.7711819254527287,181.8893092238941,1.5,0.4377118547478697,4.5,10887,policy 1,dikesnet
4759,83,80.36960522003432,1.5,0.0314556131356864,60.11606891760242,10.0,0.4158134597001975,141.17306841000476,1.0,0.0691050524502604,61.23192235026168,1.0,0.4326718889832829,149.2369128279504,10.0,0.1305582177079025,4.5,10903,policy 1,dikesnet
4794,28,184.57934455338997,10.0,0.1259386847005346,88.87675997825853,10.0,0.5978306472177018,117.67797643608004,10.0,0.0898353241791148,215.7967256799216,10.0,0.4479063535555881,273.19241374849724,1.0,0.3795064958589449,3.5,10938,policy 1,dikesnet
4806,63,149.57386244526725,1.0,0.1017848000442724,125.08001247929332,10.0,0.1606623469773344,34.515242113789085,1.0,0.5336764095611313,293.7647617393184,10.0,0.9401209249130812,175.62157172029995,10.0,0.1885480277312953,3.5,10950,policy 1,dikesnet
4826,92,246.0847594014133,1.5,0.2475397724835269,312.11442436219454,1.5,0.2454090551778415,213.20631975390648,10.0,0.4398196994285973,337.96134612106323,10.0,0.2305431615112032,289.04099053230266,1.5,0.2773638962534964,4.5,10970,policy 1,dikesnet
4858,91,250.31680480482171,10.0,0.1648068312476125,165.2002587421527,1.5,0.0003342844937605,325.16296313357293,1.0,0.890147169103375,45.98985337748088,10.0,0.948331004616951,73.92033109106819,1.5,0.6638721800771054,3.5,11002,policy 1,dikesnet
7,14,37.61760313796607,10.0,0.8926675770287872,158.91472092084334,10.0,0.2167218445798031,240.1613341315819,1.5,0.3070299415042876,209.8303667207424,1.5,0.1970427896346315,342.6311998588745,1.0,0.1966687531549218,1.5,6151,policy 1,dikesnet
19,66,108.71927449707428,1.5,0.9975361399812444,120.89531374491828,10.0,0.1040089779856997,198.03738962488077,1.0,0.624613224802433,243.66337824471765,1.0,0.3292813438869938,110.3875570242024,1.5,0.7843346971541724,2.5,6163,policy 1,dikesnet
21,59,197.86170874684476,10.0,0.9522622878796528,203.07000788707387,1.0,0.0764485756006156,92.64245375418297,1.5,0.8981671071845545,169.7170622096187,1.5,0.6858800095608862,258.4066260248184,1.5,0.9962202348965676,2.5,6165,policy 1,dikesnet
44,71,262.7573253899976,1.5,0.9694322187336548,305.66822073629913,10.0,0.2396404810019628,61.753375550816166,10.0,0.8691173397328266,259.0914234771699,1.5,0.2245478039451734,217.75988680047232,10.0,0.5240219256478387,4.5,6188,policy 1,dikesnet
50,67,118.34372627026006,1.5,0.8050397142341896,145.0515527913947,10.0,0.2285726629577777,94.97207558746751,1.0,0.6376336808631069,130.42141950206434,10.0,0.6813967916116389,31.619677301667537,10.0,0.2601270196004456,3.5,6194,policy 1,dikesnet
147,76,175.04590588804712,10.0,0.6706651705432621,38.70311498713569,1.0,0.2249124277233091,347.7350321607059,1.0,0.5620858464626651,242.11275515415517,10.0,0.452736257739872,180.77480540604896,10.0,0.222911173017118,2.5,6291,policy 1,dikesnet
156,128,33.40546325658563,1.5,0.9880826708748622,160.99871951566058,10.0,0.1475339788549888,342.0026660467089,1.0,0.5915582252226416,55.28882148908559,1.0,0.4866885587258374,102.65804080106956,1.0,0.687633708997311,1.5,6300,policy 1,dikesnet
178,80,62.5249498628754,10.0,0.4552282925225878,41.88684305191596,1.0,0.2441481460336685,47.727270212675705,1.5,0.43928747438941,316.7559088120506,10.0,0.4035608970765241,277.32962909159966,1.5,0.2956111204689755,1.5,6322,policy 1,dikesnet
217,49,167.74861561167955,1.0,0.6350472405552844,36.66087453752461,1.0,0.223000794223217,321.84620683213626,1.0,0.6370744375876102,182.2648478922775,1.0,0.3198855080940355,198.0164966543809,10.0,0.3177640803812421,4.5,6361,policy 1,dikesnet
230,64,31.02718216142534,1.5,0.975748899691222,266.19561099724154,1.0,0.2073403119371058,37.288494202142495,10.0,0.8430265676244718,258.62769368461574,1.0,0.5323278627490211,90.81978626122694,10.0,0.7180638260483889,2.5,6374,policy 1,dikesnet
240,106,167.3029298823573,1.5,0.9247523693293164,235.4030228624092,10.0,0.2105952767622016,90.72766870982812,1.0,0.5879609762778855,36.08315496460228,10.0,0.0550967128177482,210.24109803505425,1.0,0.8870940393750946,2.5,6384,policy 1,dikesnet
245,99,54.81570375013834,1.5,0.8897013593790036,207.10467058709588,10.0,0.2265923846204305,182.9708877216484,1.5,0.2281965096713192,107.00626506676122,10.0,0.3705686949458153,105.48243350199874,1.0,0.996984004970661,4.5,6389,policy 1,dikesnet
283,127,345.67764047235664,10.0,0.7745956586191873,86.5628086803668,10.0,0.2110727963733483,164.30674576102896,1.0,0.9280240639104672,117.11977561168716,10.0,0.1400185002710021,306.94240662724246,1.5,0.6075449489312724,1.5,6427,policy 1,dikesnet
321,130,237.421224058056,1.0,0.9887717874431952,312.6323414886097,1.5,0.1121628765880491,40.524463265979136,10.0,0.343423851931425,72.59659039791404,10.0,0.3882974426818688,264.37560243451026,1.5,0.3147901220989686,4.5,6465,policy 1,dikesnet
345,47,85.05927263895373,10.0,0.9599970545466544,141.61744805622334,1.0,0.233788152233079,342.8852487749696,1.0,0.61862912621137,99.7616058465021,1.5,0.0683594578233861,86.95983760241936,1.0,0.4274001266402647,1.5,6489,policy 1,dikesnet
391,90,291.76593301058205,10.0,0.4787796000177039,70.75821712428126,1.0,0.2409050581918561,184.24712693599605,1.0,0.8114142257730942,330.6619064893302,1.0,0.105089627878882,66.93126784526075,1.0,0.8337202505641906,4.5,6535,policy 1,dikesnet
396,17,66.37975026788419,1.0,0.5124837038223653,147.74149333055144,1.0,0.2131504929845788,179.44818306508768,10.0,0.5148941362764718,78.44820628441178,10.0,0.4092424812058517,268.5670103880227,10.0,0.1864810212605797,3.5,6540,policy 1,dikesnet
430,129,339.8552026122463,1.5,0.958671978473329,261.7767306346698,1.5,0.1783474879348649,270.2715666635118,1.5,0.772765490135345,155.13976018475572,10.0,0.2393505241767458,300.76074948910934,10.0,0.8265292608341885,2.5,6574,policy 1,dikesnet
436,108,333.9178223495312,10.0,0.9524569211904222,51.992379464307206,1.0,0.0399443498920012,315.14222636005724,1.5,0.1846509266014641,224.7662334301273,1.0,0.0038557285257466,292.73183728010747,1.5,0.6244857758695077,4.5,6580,policy 1,dikesnet
505,61,295.66189221071807,10.0,0.9245779735146464,59.960449254378986,1.0,0.2290567819952283,249.16884925003853,1.0,0.9407950103921237,257.15895065888685,1.5,0.1165528274323019,329.98006939966274,1.0,0.9099899929619368,3.5,6649,policy 1,dikesnet
513,37,222.42104322741852,1.5,0.9565092379022704,68.6811312119627,10.0,0.171536502476357,295.4507795554425,1.5,0.7571986627719008,198.62689010107823,1.0,0.8689663793246148,276.32380750533355,10.0,0.4868829835386757,4.5,6657,policy 1,dikesnet
516,75,153.96496152038745,1.5,0.4278751355365722,30.004627128228528,10.0,0.2480102857248557,226.87143073343407,1.0,0.2479279470471659,262.4321072935172,10.0,0.5097745008128616,69.36200230886473,1.5,0.9383823090399928,3.5,6660,policy 1,dikesnet
528,16,183.43872966047329,1.0,0.9852142962479288,131.50868766540847,10.0,0.120240772069079,34.81894803396631,1.5,0.5009558881535411,197.76322367049704,1.0,0.9505321280949512,345.0365469602065,1.0,0.3213606972374465,2.5,6672,policy 1,dikesnet
546,62,69.7050416229314,1.0,0.8662203946898014,349.14114812380706,1.0,0.2295550346080163,45.17445495391061,1.5,0.8510185015241649,345.4138189171598,1.0,0.2989390603133216,114.25416129633626,1.5,0.8458623477585745,2.5,6690,policy 1,dikesnet
559,44,92.48963915416978,10.0,0.4532228822250612,268.03666604435875,1.5,0.247257988881959,210.52558992677865,1.5,0.2661697675137156,300.1664028853731,1.5,0.6873184767980688,250.23539713549096,1.0,0.6735905754451864,2.5,6703,policy 1,dikesnet
612,46,134.65982519284904,10.0,0.638135922036683,101.5466769112657,1.5,0.2392029400711559,152.79489107514846,1.5,0.6087473304440213,30.380950264954823,10.0,0.5371087729530367,210.80102291787125,1.5,0.83469561395673,3.5,6756,policy 1,dikesnet
685,89,65.00678973417345,1.5,0.6607522974858453,106.64203756190255,1.5,0.2139941074948399,181.47120974830065,1.0,0.5820761032035686,210.36767292663032,1.0,0.6359478624871441,304.2508670279329,1.0,0.1771694990129832,4.5,6829,policy 1,dikesnet
692,83,345.4954126816121,1.0,0.7899052663094158,93.08069352897166,10.0,0.2390678982527711,234.9120338829607,1.0,0.369167110742965,218.23809011774316,1.5,0.5990502244329177,247.40147632947492,1.0,0.6053753355141375,4.5,6836,policy 1,dikesnet
723,25,121.64230043739502,1.0,0.9846338626187342,57.457056896315486,1.5,0.0304230839321042,39.20156472587654,10.0,0.6587092533151983,204.0712162569062,1.5,0.5544681383709495,67.734921260221,1.0,0.36218363166362,3.5,6867,policy 1,dikesnet
797,5,30.47493713004915,1.5,0.6975941188555616,112.8896352458056,1.0,0.2375655814685961,205.5883592326845,1.0,0.9948306680800056,203.24900953719677,10.0,0.176022631583428,234.18030568401932,1.5,0.8117632133595936,1.5,6941,policy 1,dikesnet
840,119,304.87469575153915,1.5,0.9794252244012804,47.42081684620183,1.5,0.1881358397401231,147.39265424383947,1.0,0.7910276911645292,88.50485068854857,1.0,0.4540071403269666,327.5185089588772,1.0,0.4022300109359731,4.5,6984,policy 1,dikesnet
881,78,283.30243902205257,1.5,0.7611794174529675,104.18204321808152,1.0,0.2238094641767566,308.0784396986154,1.5,0.9692052043191168,80.14600111739969,1.0,0.2748626830444773,258.18801197707785,10.0,0.4202067686746518,4.5,7025,policy 1,dikesnet
899,12,258.91415655860294,1.0,0.9353382246561176,229.99706792309755,10.0,0.2422345069850134,69.95723544352975,1.0,0.6512722500162393,193.25608048192876,1.0,0.5576297231730706,272.1002963308449,10.0,0.3321771025201309,1.5,7043,policy 1,dikesnet
956,44,295.3034493278651,1.5,0.7781524228561112,285.33227318745634,10.0,0.2434913118411492,200.47282836310248,10.0,0.7298216646846213,262.5827745470616,1.5,0.3823851650977627,55.71385258176126,1.0,0.6167477973014387,3.5,7100,policy 1,dikesnet
970,16,61.14740228934727,1.0,0.8609954429774256,312.5472859690454,10.0,0.2133900573820789,213.28328563164283,1.5,0.891850180319393,105.84469617175856,10.0,0.8547439930926191,195.8984778890356,1.5,0.5198904319827599,1.5,7114,policy 1,dikesnet
984,130,95.98191274062758,1.5,0.9309853559771788,126.97753616469144,1.0,0.225740386630474,115.63536176073004,1.0,0.2627045658959168,174.32928438920894,10.0,0.6757799428404184,336.19473584519096,1.0,0.2270700400352639,3.5,7128,policy 1,dikesnet
1016,9,248.63869278583363,1.5,0.4800873218201703,120.12452385948411,10.0,0.2213204819531879,67.66109821360791,1.5,0.9429004469027616,170.41538452307535,1.0,0.5205843029251083,185.6412397683213,1.0,0.212141893460175,4.5,7160,policy 1,dikesnet
1035,122,267.3355381528554,10.0,0.995462652640198,340.58064256635555,1.0,0.142418713953945,322.8716417214012,10.0,0.8097054871838859,200.75221226411185,1.5,0.9581370714734286,323.2817090767928,1.5,0.7261719250972979,2.5,7179,policy 1,dikesnet
1148,98,51.72748587116951,1.5,0.7112162936291089,253.14945376404464,1.5,0.2119465140493971,159.70697255425765,1.0,0.2375743573183137,51.86983647967391,1.5,0.7792746942414117,84.70589046374658,10.0,0.8891528923011741,1.5,7292,policy 1,dikesnet
1219,41,232.0747110738014,1.0,0.6874635196657024,319.38077093523293,1.5,0.2160614763658583,120.58006793851337,1.0,0.810277551359436,180.88314549993996,1.0,0.3912002012440632,247.68996009592047,1.0,0.5960329375387289,1.5,7363,policy 1,dikesnet
1224,79,153.20158159015608,10.0,0.9748882254900424,183.833366254674,1.5,0.0437534089688209,237.99413560140135,1.0,0.4902617835062169,301.02859073667344,1.0,0.5141745356604791,177.66883484818416,10.0,0.1079909464426171,2.5,7368,policy 1,dikesnet
1230,128,271.4156846922038,1.0,0.9944295648317668,35.37439660454594,1.5,0.0808991940776855,197.3511338040604,1.0,0.5437202469862841,314.8944523551868,10.0,0.6933908522858835,277.6846486004839,1.0,0.9803711421909548,1.5,7374,policy 1,dikesnet
1317,121,267.7005294615937,1.0,0.736396554435841,42.25162206352864,10.0,0.215129321270134,172.76076537734855,1.5,0.5642886803650513,74.94970586776665,1.0,0.7854813568002769,70.82478294662207,1.0,0.654054302384671,1.5,7461,policy 1,dikesnet
1319,19,282.0910043552472,10.0,0.9882397868872428,66.0370220484734,10.0,0.2394118448952033,85.50570839719498,1.0,0.7249398421946187,194.1284925250133,1.0,0.8345927302799431,172.0326083060254,10.0,0.3410160483405147,3.5,7463,policy 1,dikesnet
1357,14,100.91023547018752,1.0,0.6667353352744273,182.8371251049445,10.0,0.2263810783879773,154.53156931492998,10.0,0.6189864567517882,112.4234963432046,10.0,0.6290356430136145,220.1655676011601,10.0,0.7504909707454646,3.5,7501,policy 1,dikesnet
1361,41,321.0615438236487,1.0,0.4984739387764377,96.20093603374036,1.5,0.233452539236641,201.74272696733323,1.5,0.2373334120601774,52.11588916218681,1.0,0.685161733814156,30.35215402141852,1.0,0.7511301207408138,4.5,7505,policy 1,dikesnet
1476,91,262.6967273569784,1.5,0.9346897954419392,300.02350369102857,1.0,0.233110538113633,156.18897783375934,1.5,0.8887800887107539,288.41690642628146,10.0,0.2610893198918295,139.7167859528886,10.0,0.5972417534015656,4.5,7620,policy 1,dikesnet
1491,99,308.7878219188894,10.0,0.828725650052338,298.97744136120474,10.0,0.2359790463742896,331.46327992047486,1.5,0.3120082529233158,81.69255474616627,10.0,0.6311440507567753,132.7631417374795,10.0,0.8450316022529757,3.5,7635,policy 1,dikesnet
1505,112,270.38459798925885,1.5,0.9628311043924108,222.54521268538105,1.0,0.1392721630671708,268.431364074514,10.0,0.8737704440336224,213.5378900553856,10.0,0.2737576357073364,168.85202190225948,10.0,0.5491638257332914,1.5,7649,policy 1,dikesnet
1508,108,48.73290451391682,10.0,0.7480540397752155,111.6442640946523,1.5,0.2419934303644332,167.70387972744837,1.0,0.2714868984300183,123.01648088466833,1.5,0.2279870318030294,319.9598655433676,1.5,0.3629952229967545,1.5,7652,policy 1,dikesnet
1578,114,307.75358745772155,10.0,0.4147064839181678,205.28827487972865,1.0,0.2171613011692835,125.9961780780603,10.0,0.3243427302606722,190.03612006025097,1.0,0.8535884839343886,153.0500263218675,1.0,0.2658186769584865,2.5,7722,policy 1,dikesnet
1701,132,178.04548595397085,1.0,0.9778019606794418,230.20142985673056,10.0,0.088731438490595,272.2900232608283,10.0,0.6273262114431657,346.8723596313933,10.0,0.2019267544975136,253.17415794402407,10.0,0.0603989645981156,4.5,7845,policy 1,dikesnet
1704,2,112.4735916873284,10.0,0.8297366454572286,75.60397170408596,1.0,0.2107069257970535,155.84362711158298,1.0,0.9170734451984262,133.93841877095036,1.0,0.0499976958980873,200.44428834835145,10.0,0.3487455637985886,2.5,7848,policy 1,dikesnet
1717,111,188.53441592366957,1.0,0.9062979185501312,61.46793056277282,1.0,0.2478353423066001,287.2075405395781,10.0,0.3922138173754094,246.81471508122823,1.5,0.1205453565034943,102.44059364313038,10.0,0.3768460026531458,1.5,7861,policy 1,dikesnet
1756,79,327.20074073047795,1.5,0.769099130737308,307.63216264687446,1.5,0.205386556927367,327.2046602810248,1.5,0.4379973778291399,314.4285483821692,10.0,0.3793378383169742,229.05734895290223,1.5,0.9855510840366036,3.5,7900,policy 1,dikesnet
