,0_RfR 0,1_RfR 0,2_RfR 0,3_RfR 0,4_RfR 0,EWS_DaysToThreat,A.1_DikeIncrease 0,A.2_DikeIncrease 0,A.3_DikeIncrease 0,A.4_DikeIncrease 0,A.5_DikeIncrease 0,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
13,1,1,1,1,0,1,7,10,1,0,10,0.0,68139002.95605196,0.0,0.0,99525397.17141615,0.0,21264498.22965141,20299287,0.014967983208528815,9468642.441839706,0.0,0.0018846913375191352,0.0,58176627,0.0,454300000.0,0.0
14,1,0,0,1,0,0,0,1,2,6,10,0.0,0.0,0.0,19102712.67788257,38245121.951764055,0.007245879952372853,17192752.727542073,22167818,0.012253417174625377,0.0,12586457.998778107,0.0,0.0,58176627,0.0,205800000.0,0.0
15,0,0,0,0,0,1,9,6,9,1,10,0.0,85264360.79025151,0.0,0.0,66045103.44010488,0.0,0.0,40609051,0.0,7745521.8410926685,6320800.309666242,0.0016778664706337653,0.0,58176627,0.0,0.0,0.0
16,0,0,1,1,1,1,6,5,2,7,7,0.0,60717312.84309486,0.0,0.0,59410102.93073928,0.0,4379603.829600521,22167818,0.003105497243416057,0.0,14261651.781499248,0.0,0.0,44193513,0.0,408000000.0,0.0
17,1,1,1,1,0,0,4,8,9,2,5,0.0,47847947.961454235,0.0,0.0,81277411.11097889,0.0,0.0,40609051,0.0,1390392.5528636652,7332080.219521779,0.0003080740338987064,0.0,36676675,0.0,454300000.0,0.0
18,0,0,1,1,1,0,1,4,3,6,0,24931154.34761153,32694901.094161935,0.0070277760538936885,0.0,53358573.6002109,0.0,0.0,24198032,0.0,0.0,12586457.998778107,0.0,56923326.144361064,0,0.020245562837145976,408000000.0,0.0
19,0,1,0,0,1,1,8,1,3,8,0,0.0,76299088.11882158,0.0,19200097.088333447,38245121.951764055,0.0073168894183266164,4396396.260018939,24198032,0.00315593375615472,0.0,16108916.742160894,0.0,110653969.63975638,0,0.03941478407444668,473900000.0,0.0
20,1,1,0,0,1,1,3,9,8,3,7,0.0,42291505.65437629,0.0,0.0,89992006.20155807,0.0,0.0,37285037,0.0,0.0,8453407.696608048,0.0,0.0,44193513,0.0,558500000.0,0.0
21,1,0,0,1,0,1,7,4,5,7,1,0.0,68139002.95605196,0.0,0.0,53358573.6002109,0.0,0.0,28798397,0.0,0.0,14261651.781499248,0.0,40799770.20494505,25037214,0.014647050342587321,205800000.0,0.0
22,0,1,0,1,0,0,2,10,7,10,7,0.0,37255203.23710208,0.0,0.0,99525397.17141615,0.0,0.0,34221561,0.0,0.0,20384338.443195168,0.0,0.0,44193513,0.0,339000000.0,0.0
23,1,1,0,1,1,0,1,8,6,10,3,0.0,32694901.094161935,0.0,0.0,81277411.11097889,0.0,0.0,31398797,0.0,0.0,20384338.443195168,0.0,0.0,30351526,0.0,679700000.0,0.0
24,0,1,1,0,0,1,6,2,2,1,5,0.0,60717312.84309486,0.0,6900945.066664283,42818415.6714978,0.002636026223692331,8740136.187520066,22167818,0.00621588953658742,7617572.50508316,6320800.309666242,0.0016335763158612428,0.0,36676675,0.0,248500000.0,0.0
25,1,0,0,1,1,1,5,6,2,5,1,0.0,53972506.18695759,0.0,0.0,66045103.44010488,0.0,21624518.148450304,22167818,0.015425151359384565,0.0,11068771.68625446,0.0,20012692.594643865,25037214,0.007144465193292796,461900000.0,0.0
26,0,0,1,1,0,1,4,6,8,1,1,0.0,47847947.961454235,0.0,0.0,66045103.44010488,0.0,0.0,37285037,0.0,5394893.026859735,6320800.309666242,0.0011465089568781187,24924955.38010502,25037214,0.008904524439666687,151900000.0,0.0
27,1,1,1,1,1,1,9,3,10,8,0,0.0,85264360.79025151,0.0,0.0,47842699.56310011,0.0,0.0,44215020,0.0,0.0,16108916.742160894,0.0,59538219.90132264,0,0.021251583228543786,710400000.0,0.0
28,0,0,1,0,1,0,5,3,2,5,4,0.0,53972506.18695759,0.0,0.0,47842699.56310011,0.0,4408991.690663056,22167818,0.003142815162225626,0.0,11068771.68625446,0.0,0.0,33377116,0.0,286800000.0,0.0
29,1,1,1,0,0,0,7,8,3,8,1,0.0,68139002.95605196,0.0,0.0,81277411.11097889,0.0,0.0,24198032,0.0,0.0,16108916.742160894,0.0,84265093.90444489,25037214,0.030390945242708852,333100000.0,0.0
30,0,0,1,0,1,1,0,2,7,2,10,185209407.94322166,0.0,0.05067922034849756,0.0,42818415.6714978,0.0,0.0,34221561,0.0,0.0,7332080.219521779,0.0,0.0,58176627,0.0,286800000.0,0.0
31,0,0,1,0,1,1,7,9,8,4,6,0.0,68139002.95605196,0.0,0.0,89992006.20155807,0.0,0.0,37285037,0.0,0.0,9695195.36216505,0.0,0.0,40273672,0.0,286800000.0,0.0
32,0,0,0,0,0,0,6,6,3,8,1,0.0,60717312.84309486,0.0,0.0,66045103.44010488,0.0,9868597.001624273,24198032,0.007115097902011341,0.0,16108916.742160894,0.0,81801081.25331493,25037214,0.02944297289580199,0.0,0.0
33,1,0,1,1,1,1,8,4,5,7,3,0.0,76299088.11882158,0.0,0.0,53358573.6002109,0.0,0.0,28798397,0.0,0.0,14261651.781499248,0.0,0.0,30351526,0.0,492600000.0,0.0
34,1,1,1,1,1,1,6,4,5,2,8,0.0,60717312.84309486,0.0,0.0,53358573.6002109,0.0,0.0,28798397,0.0,682795.158697382,7332080.219521779,0.00014922792809143426,0.0,48463701,0.0,710400000.0,0.0
35,0,0,0,1,0,1,5,5,2,6,8,0.0,53972506.18695759,0.0,0.0,59410102.93073928,0.0,21660520.1403302,22167818,0.015470868174470142,0.0,12586457.998778107,0.0,0.0,48463701,0.0,121200000.0,0.0
36,1,1,1,1,1,1,1,5,9,2,3,0.0,32694901.094161935,0.0,0.0,59410102.93073928,0.0,0.0,40609051,0.0,682795.158697382,7332080.219521779,0.00014922792809143426,0.0,30351526,0.0,710400000.0,0.0
37,0,1,0,0,0,0,4,0,0,1,0,0.0,47847947.961454235,0.0,58082105.74684918,0.0,0.021445866340484995,110256143.48067954,0,0.07643653824498918,0.0,6320800.309666242,0.0,12510530.097001083,0,0.004402072711045769,217800000.0,0.0
38,1,0,1,1,1,1,5,0,9,3,9,0.0,53972506.18695759,0.0,29306157.859335285,0.0,0.010836290483601133,0.0,40609051,0.0,0.0,8453407.696608048,0.0,0.0,53114002,0.0,492600000.0,0.0
39,0,1,1,1,0,1,4,3,0,0,9,0.0,47847947.961454235,0.0,0.0,47842699.56310011,0.0,35729886.7371302,0,0.02504864982514511,9329869.862593275,0.0,0.0018366546754722932,0.0,53114002,0.0,369700000.0,0.0
40,0,0,1,0,0,1,7,9,8,9,8,0.0,68139002.95605196,0.0,0.0,89992006.20155807,0.0,0.0,37285037,0.0,0.0,18144080.211109996,0.0,0.0,48463701,0.0,30700000.0,0.0
41,1,1,1,1,1,1,8,2,3,0,7,0.0,76299088.11882158,0.0,6866032.866780429,42818415.6714978,0.0026105694112770216,0.0,24198032,0.0,6675704.732440613,0.0,0.0013075451637926687,0.0,44193513,0.0,710400000.0,0.0
42,0,1,1,1,1,1,0,2,1,6,0,0.0,0.0,0.0,6866032.866780429,42818415.6714978,0.0026105694112770216,16827688.794024397,20299287,0.011847271594904195,0.0,12586457.998778107,0.0,55351187.66577705,0,0.019640718619920703,625800000.0,0.0
43,1,0,1,0,0,1,6,0,10,0,5,0.0,60717312.84309486,0.0,35911808.67942921,0.0,0.013273486078280609,0.0,44215020,0.0,11752990.62677399,0.0,0.0022400565082887477,0.0,36676675,0.0,115300000.0,0.0
44,1,1,1,0,1,1,2,7,4,6,10,0.0,37255203.23710208,0.0,0.0,73315450.27094865,0.0,0.0,26403379,0.0,0.0,12586457.998778107,0.0,0.0,58176627,0.0,589200000.0,0.0
45,1,1,0,1,0,0,4,0,5,7,7,0.0,47847947.961454235,0.0,49983248.47039339,0.0,0.018439841498694955,0.0,28798397,0.0,0.0,14261651.781499248,0.0,0.0,44193513,0.0,423600000.0,0.0
46,0,1,0,0,0,0,1,5,7,7,8,0.0,32694901.094161935,0.0,0.0,59410102.93073928,0.0,0.0,34221561,0.0,0.0,14261651.781499248,0.0,0.0,48463701,0.0,217800000.0,0.0
47,1,0,0,1,1,0,3,1,6,3,5,0.0,42291505.65437629,0.0,19102712.67788257,38245121.951764055,0.007245879952372853,0.0,31398797,0.0,0.0,8453407.696608048,0.0,0.0,36676675,0.0,461900000.0,0.0
48,0,1,0,0,1,1,9,5,0,4,4,0.0,85264360.79025151,0.0,0.0,59410102.93073928,0.0,96406824.5087783,0,0.06766675331903482,0.0,9695195.36216505,0.0,0.0,33377116,0.0,473900000.0,0.0
49,0,1,0,0,1,0,9,0,7,1,2,0.0,85264360.79025151,0.0,58082105.74684918,0.0,0.021445866340484995,0.0,34221561,0.0,0.0,6320800.309666242,0.0,0.0,27578229,0.0,473900000.0,0.0
50,1,0,1,1,0,1,4,4,5,10,3,0.0,47847947.961454235,0.0,0.0,53358573.6002109,0.0,0.0,28798397,0.0,0.0,20384338.443195168,0.0,0.0,30351526,0.0,236500000.0,0.0
51,1,0,1,1,0,1,6,3,7,0,9,0.0,60717312.84309486,0.0,0.0,47842699.56310011,0.0,0.0,34221561,0.0,9675989.794867484,0.0,0.00195646542125952,0.0,53114002,0.0,236500000.0,0.0
52,0,1,1,0,1,1,3,5,4,0,2,0.0,42291505.65437629,0.0,0.0,59410102.93073928,0.0,0.0,26403379,0.0,9794867.87366689,0.0,0.0019976155254593144,5452245.137545205,27578229,0.001970771382225026,504600000.0,0.0
53,0,1,1,1,1,0,6,3,5,10,2,0.0,60717312.84309486,0.0,0.0,47842699.56310011,0.0,0.0,28798397,0.0,0.0,20384338.443195168,0.0,10953951.46994941,27578229,0.0039620755880606226,625800000.0,0.0
54,1,0,1,1,0,0,1,6,10,8,3,0.0,32694901.094161935,0.0,0.0,66045103.44010488,0.0,0.0,44215020,0.0,0.0,16108916.742160894,0.0,0.0,30351526,0.0,236500000.0,0.0
55,1,1,0,1,1,1,5,7,7,3,0,0.0,53972506.18695759,0.0,0.0,73315450.27094865,0.0,0.0,34221561,0.0,0.0,8453407.696608048,0.0,59538219.90132264,0,0.021251583228543786,679700000.0,0.0
56,0,0,1,1,0,1,2,7,2,2,0,0.0,37255203.23710208,0.0,0.0,73315450.27094865,0.0,4386950.794866154,22167818,0.0031148267231184495,670419.3983318309,7332080.219521779,0.0001459767995568849,58359736.549608774,0,0.02079818879154586,151900000.0,0.0
57,0,0,1,1,1,1,0,4,1,8,10,185209407.94322166,0.0,0.05067922034849756,0.0,53358573.6002109,0.0,0.0,20299287,0.0,0.0,16108916.742160894,0.0,0.0,58176627,0.0,408000000.0,0.0
58,0,0,1,0,0,0,7,9,6,10,6,0.0,68139002.95605196,0.0,0.0,89992006.20155807,0.0,0.0,31398797,0.0,0.0,20384338.443195168,0.0,0.0,40273672,0.0,30700000.0,0.0
59,0,1,1,1,0,1,2,5,0,6,6,0.0,37255203.23710208,0.0,0.0,59410102.93073928,0.0,35729886.7371302,0,0.02504864982514511,0.0,12586457.998778107,0.0,0.0,40273672,0.0,369700000.0,0.0
60,1,1,0,1,1,0,4,8,2,2,4,0.0,47847947.961454235,0.0,0.0,81277411.11097889,0.0,21624518.148450304,22167818,0.015425151359384565,0.0,7332080.219521779,0.0,0.0,33377116,0.0,679700000.0,0.0
61,1,0,0,0,0,1,7,4,3,6,9,0.0,68139002.95605196,0.0,0.0,53358573.6002109,0.0,9868597.001624273,24198032,0.007115097902011341,0.0,12586457.998778107,0.0,0.0,53114002,0.0,84600000.0,0.0
62,0,0,1,0,0,0,5,2,7,4,5,0.0,53972506.18695759,0.0,6900945.066664283,42818415.6714978,0.002636026223692331,0.0,34221561,0.0,0.0,9695195.36216505,0.0,0.0,36676675,0.0,30700000.0,0.0
63,0,0,1,0,1,1,6,7,10,2,2,0.0,60717312.84309486,0.0,0.0,73315450.27094865,0.0,0.0,44215020,0.0,2069573.4211007457,7332080.219521779,0.00045792960930595897,46774699.55348588,27578229,0.016945767353858113,286800000.0,0.0
64,0,0,1,0,0,1,0,7,2,6,6,185209407.94322166,0.0,0.05067922034849756,0.0,73315450.27094865,0.0,0.0,22167818,0.0,0.0,12586457.998778107,0.0,0.0,40273672,0.0,30700000.0,0.0
65,1,0,0,0,1,0,10,0,6,0,8,0.0,95107331.23784721,0.0,58082105.74684918,0.0,0.021445866340484995,0.0,31398797,0.0,1726690.1812440224,0.0,0.0003153787561825622,0.0,48463701,0.0,340700000.0,0.0
66,0,1,1,1,1,0,5,9,2,8,4,0.0,53972506.18695759,0.0,0.0,89992006.20155807,0.0,4379603.829600521,22167818,0.003105497243416057,0.0,16108916.742160894,0.0,0.0,33377116,0.0,625800000.0,0.0
67,0,0,1,1,1,0,5,3,6,6,9,0.0,53972506.18695759,0.0,0.0,47842699.56310011,0.0,0.0,31398797,0.0,0.0,12586457.998778107,0.0,0.0,53114002,0.0,408000000.0,0.0
68,0,0,0,0,1,1,8,7,0,6,1,0.0,76299088.11882158,0.0,0.0,73315450.27094865,0.0,96406824.5087783,0,0.06766675331903482,0.0,12586457.998778107,0.0,0.0,25037214,0.0,256100000.00000003,0.0
69,1,0,0,0,0,0,5,7,9,4,6,0.0,53972506.18695759,0.0,0.0,73315450.27094865,0.0,0.0,40609051,0.0,0.0,9695195.36216505,0.0,0.0,40273672,0.0,84600000.0,0.0
70,0,0,1,1,1,1,5,9,2,2,2,0.0,53972506.18695759,0.0,0.0,89992006.20155807,0.0,4379603.829600521,22167818,0.003105497243416057,0.0,7332080.219521779,0.0,5187682.639392322,27578229,0.0018704907931640685,408000000.0,0.0
71,0,0,0,1,0,0,7,1,10,7,3,0.0,68139002.95605196,0.0,19102712.67788257,38245121.951764055,0.007245879952372853,0.0,44215020,0.0,0.0,14261651.781499248,0.0,0.0,30351526,0.0,121200000.0,0.0
72,1,0,1,1,1,1,1,2,9,2,0,0.0,32694901.094161935,0.0,6866032.866780429,42818415.6714978,0.0026105694112770216,0.0,40609051,0.0,0.0,7332080.219521779,0.0,56274439.45266447,0,0.019995918566966534,492600000.0,0.0
73,1,0,0,1,0,0,7,2,3,9,3,0.0,68139002.95605196,0.0,11407021.41996898,42818415.6714978,0.004360007547745912,4467767.412788128,24198032,0.003217450999844765,0.0,18144080.211109996,0.0,0.0,30351526,0.0,205800000.0,0.0
74,0,0,0,0,1,0,8,7,4,10,6,0.0,76299088.11882158,0.0,0.0,73315450.27094865,0.0,0.0,26403379,0.0,0.0,20384338.443195168,0.0,0.0,40273672,0.0,256100000.00000003,0.0
75,0,1,1,0,0,0,8,2,9,2,7,0.0,76299088.11882158,0.0,6900945.066664283,42818415.6714978,0.002636026223692331,0.0,40609051,0.0,2873850.823353701,7332080.219521779,0.0006341738613108864,0.0,44193513,0.0,248500000.0,0.0
76,1,0,1,1,1,1,6,5,0,7,5,0.0,60717312.84309486,0.0,0.0,59410102.93073928,0.0,35669090.52285869,0,0.024971448283213044,0.0,14261651.781499248,0.0,0.0,36676675,0.0,492600000.0,0.0
77,0,0,0,0,1,1,7,9,4,8,3,0.0,68139002.95605196,0.0,0.0,89992006.20155807,0.0,0.0,26403379,0.0,0.0,16108916.742160894,0.0,18570305.856460672,30351526,0.00676817386192979,256100000.00000003,0.0
78,0,1,1,0,0,1,10,7,5,6,8,0.0,95107331.23784721,0.0,0.0,73315450.27094865,0.0,0.0,28798397,0.0,0.0,12586457.998778107,0.0,0.0,48463701,0.0,248500000.0,0.0
79,0,0,1,0,0,1,6,8,1,6,10,0.0,60717312.84309486,0.0,0.0,81277411.11097889,0.0,35973071.5942162,20299287,0.025357455992873378,0.0,12586457.998778107,0.0,0.0,58176627,0.0,30700000.0,0.0
80,1,1,1,1,0,1,9,7,4,0,6,0.0,85264360.79025151,0.0,0.0,73315450.27094865,0.0,0.0,26403379,0.0,9675989.794867484,0.0,0.00195646542125952,0.0,40273672,0.0,454300000.0,0.0
81,1,0,0,1,0,1,0,1,3,2,7,0.0,0.0,0.0,19102712.67788257,38245121.951764055,0.007245879952372853,0.0,24198032,0.0,0.0,7332080.219521779,0.0,0.0,44193513,0.0,205800000.0,0.0
82,1,0,1,0,1,0,2,5,0,3,2,0.0,37255203.23710208,0.0,0.0,59410102.93073928,0.0,35912275.3799447,0,0.025280254450941307,0.0,8453407.696608048,0.0,5452245.137545205,27578229,0.001970771382225026,371400000.0,0.0
83,1,1,1,1,1,1,9,1,1,6,5,0.0,85264360.79025151,0.0,18859251.65175538,38245121.951764055,0.007068356287488439,16827688.794024397,20299287,0.011847271594904195,0.0,12586457.998778107,0.0,0.0,36676675,0.0,710400000.0,0.0
84,0,1,1,0,1,1,3,2,3,4,8,0.0,42291505.65437629,0.0,6900945.066664283,42818415.6714978,0.002636026223692331,0.0,24198032,0.0,0.0,9695195.36216505,0.0,0.0,48463701,0.0,504600000.0,0.0
85,1,1,0,0,0,1,0,5,9,2,6,0.0,0.0,0.0,0.0,59410102.93073928,0.0,0.0,40609051,0.0,3514645.06345973,7332080.219521779,0.0007896770381505861,0.0,40273672,0.0,302400000.0,0.0
86,0,1,1,0,1,0,7,10,6,9,5,0.0,68139002.95605196,0.0,0.0,99525397.17141615,0.0,0.0,31398797,0.0,0.0,18144080.211109996,0.0,0.0,36676675,0.0,504600000.0,0.0
87,1,1,1,0,0,0,2,8,7,6,2,0.0,37255203.23710208,0.0,0.0,81277411.11097889,0.0,0.0,34221561,0.0,0.0,12586457.998778107,0.0,47953182.905199744,27578229,0.01739916179085604,333100000.0,0.0
88,1,1,0,0,0,0,0,2,0,8,3,0.0,0.0,0.0,11464690.023126135,42818415.6714978,0.004402057570881333,111764637.74180934,0,0.0783520865130905,0.0,16108916.742160894,0.0,0.0,30351526,0.0,302400000.0,0.0
